Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Summit Avenue Condo Corp,,,,, ,(201) 222-3901,,,,Condo list
Summit Condominium Assoc,,,,,Upstein Lee,(201) 656-7305,,,,Condo list
Summit View Matter,,,,, ,(908) 277-4388,,,,Condo list
Sunblossom Liberty,,,,, ,(201) 309-4501,,,,Condo list
Sunset Harbour Condominiums,,,,,Bittle Connie,(609) 823-6310,,,,Condo list
Sutton Village Condo Assoc,,,,, ,(732) 458-8900,,,,Condo list
Sutton Woods Condos,,,,, ,(973) 635-4020,,,,Condo list
Sylvan Lake Condominiums,,,,, ,(732) 774-4352,,,,Condo list
Sylvia Geist Agency,,,,,Geist Robert,(732) 238-1200,,,,Condo list
Tavistock Condominium Assn,,,,,Merlino Karen,(856) 354-9283,,,,Condo list
Theresa Condo LLC,,,,, ,(201) 222-7692,,,,Condo list
Thompson Realty Co,,,,,Thompson Doris,(609) 348-3188,,,,Condo list
Three Pence Brook Condo,,,,, ,(732) 364-7177,,,,Condo list
Tides Oceanview Condo Assn,,,,, ,(609) 522-7112,,,,Condo list
Tierra Del Mar Condo Assn,,,,, ,(732) 920-1307,,,,Condo list
Tilton Club Condominiums,,,,, ,(609) 646-5814,,,,Condo list
Timber Glen Assoc Inc,,,,, ,(609) 272-1055,,,,Condo list
Timber Glen Condominiuns,,,,,Delcorio Pearl,(609) 272-0884,,,,Condo list
Timberbrook Bedminster Condo,,,,, ,(908) 234-0103,,,,Condo list
Toll Brothers,,,,, ,(609) 738-2664,,,,Condo list
Tollgate Condos,,,,,Ford Linda,(609) 499-0658,,,,Condo list
Tower Hill Condominium Assn,,,,, ,(732) 747-7072,,,,Condo list
Traditions Condominium,,,,,Johnson Elizabeth,(908) 822-0965,,,,Condo list
Traditions Condominium,,,,, ,(908) 822-0467,,,,Condo list
Trinova Condo,,,,, ,(201) 876-0304,,,,Condo list
Triple C Housing Inc,,,,, ,(732) 295-1711,,,,Condo list
Trump Plaza West,,,,,Loffa Tom,(201) 860-9307,,,,Condo list
Tudor Arms Condominium Assoc,,,,, ,(201) 941-8133,,,,Condo list
Tuscany Park Condominiums,,,,, ,(201) 943-0003,,,,Condo list
Twin Lights Terrace Condo Assn,,,,, ,(732) 872-1169,,,,Condo list
Twin Rivers Lake Condominium,,,,,Williams Christine,(609) 490-1356,,,,Condo list
Two East Washington Av Condo,,,,, ,(908) 689-1465,,,,Condo list
Union Gap Village Condominiums,,,,,Kintner Cathy,(908) 735-6400,,,,Condo list
Union Hill Condominium Assn,,,,, ,(908) 238-1147,,,,Condo list
Upper Park Condo Assn,,,,, ,(201) 798-9183,,,,Condo list
Vanderhaven Farm Village I,,,,,Brennan Stacy,(908) 707-0760,,,,Condo list
Vassar Square Condominiums,,,,,Gee Ronald,(609) 822-1123,,,,Condo list
Ventnor Ocean Condominiums,,,,, ,(609) 823-4146,,,,Condo list
Ventnor On The Bay Condominium,,,,,Berenato Dale,(609) 823-0404,,,,Condo list
Vernon Grove Condo,,,,, ,(973) 665-0850,,,,Condo list
Victorian Court Townhomes,,,,,Baratta Diane,(609) 344-8300,,,,Condo list
Villa Royal Assn,,,,, ,(856) 988-0441,,,,Condo list
Village Common Condo,,,,, ,(732) 716-1133,,,,Condo list
Village Gate At Edison,,,,, ,(732) 603-8911,,,,Condo list
Village Grande,,,,, ,(609) 788-8405,,,,Condo list
Village Green Condo Assoc Inc,,,,, ,(973) 762-5154,,,,Condo list
Village-Harding Run Assn Club,,,,,Bitlack Gregg,(609) 625-3222,,,,Condo list
Villas At Harbor Island Condo,,,,, ,(732) 728-9094,,,,Condo list
Villas Sales Office,,,,,Natsis Denise,(732) 493-8556,,,,Condo list
Vincole Arms Condo Assn,,,,, ,(201) 869-1465,,,,Condo list
Waldo Lofts Condo Assn,,,,, ,(201) 224-2300,,,,Condo list
Walnut Village Condo Assn,,,,, ,(973) 748-1258,,,,Condo list
Walsh Hall,,,,,Pittman Chris,(201) 376-6360,,,,Condo list
Wanaque Reserve Condo Assoc,,,,, ,(973) 835-7701,,,,Condo list
Warwick,,,,, ,(609) 344-5126,,,,Condo list
Washington Commons LLC,,,,,Laderman Martin,(201) 332-3350,,,,Condo list
Washington Court Condo Assn,,,,, ,(201) 420-4795,,,,Condo list
Waterford At East Brunswick,,,,,Lauren Amy,(732) 238-1367,,,,Condo list
Watergate Condominium Assoc,,,,, ,(856) 234-4947,,,,Condo list
Watermark Condo,,,,,Sky Steven,(201) 854-0700,,,,Condo list
Waterside Condominium Assn,,,,, ,(201) 437-8971,,,,Condo list
Waterside Condominium Sales,,,,, ,(201) 224-8801,,,,Condo list
Waterview Cooperative,,,,,Decarlo Nick,(609) 822-8194,,,,Condo list
West Essex Highlands Condo,,,,,Baker Glenn,(973) 669-8854,,,,Condo list
West New York Condo Assn,,,,, ,(201) 295-1898,,,,Condo list
West Over Place Condo Assn,,,,, ,(201) 662-0361,,,,Condo list
West View Condo Assn,,,,, ,(856) 251-2783,,,,Condo list
Westampton Courts Condominium,,,,, ,(609) 871-6886,,,,Condo list
Westbury Condo,,,,, ,(201) 343-2901,,,,Condo list
Westcourt Condominiums Assoc,,,,, ,(973) 736-7957,,,,Condo list
Westgate Condo Assoc,,,,,Monica Don,(201) 944-1487,,,,Condo list
Westgate Condo Assoc,,,,, ,(201) 969-9992,,,,Condo list
Weybridge Condominium Assoc,,,,, ,(732) 449-7038,,,,Condo list
Whispering Pines Condominium,,,,, ,(609) 567-1410,,,,Condo list
Whispering Way Condominium,,,,, ,(908) 898-1427,,,,Condo list
Whispering Woods Condominium,,,,,Harms Sandra,(732) 274-2444,,,,Condo list
Whitebrier Beachclub Condos,,,,, ,(609) 967-5331,,,,Condo list
Whitehouse Village Condominium,,,,,Monahan Roberta,(908) 534-6167,,,,Condo list
Whiteman House,,,,, ,(201) 461-4221,,,,Condo list
Wildwood Ocean Tower Condos,,,,,Fox Delores,(609) 522-5450,,,,Condo list
Wildwood Square Condo's,,,,, ,(609) 522-9496,,,,Condo list
Wilkin Management Group Inc,,,,,Wilkin Gary,(201) 560-0900,,,,Condo list
William Condominium Assn,,,,, ,(201) 420-7650,,,,Condo list
Williamsburg South Inc,,,,, ,(973) 777-4199,,,,Condo list
Williamsburg Village Condo,,,,, ,(609) 298-2665,,,,Condo list
Willow Av Condo,,,,, ,(201) 222-1517,,,,Condo list
Willow Av Condo Assoc,,,,, ,(201) 533-8650,,,,Condo list
Willow Park Condominium Assn,,,,, ,(201) 656-4377,,,,Condo list
Willow Walk Condominium Assoc,,,,, ,(973) 927-1741,,,,Condo list
Willowbend Development LLC,,,,, ,(201) 332-4333,,,,Condo list
Wincenter Condominium,,,,, ,(201) 461-0757,,,,Condo list
Windham North Condo Assoc Inc,,,,, ,(201) 891-9861,,,,Condo list
Windsor Hollow Condominiums,,,,, ,(732) 929-8691,,,,Condo list
Windsor Mill Condominium Assn,,,,,Gilbert Joyce,(609) 443-5700,,,,Condo list
Winston Tower 200 Assn Inc,,,,, ,(201) 224-7190,,,,Condo list
Winston Towers 300 Assoc Inc,,,,,D'Amato Joe,(201) 886-1900,,,,Condo list
Woodland Condominiums,,,,, ,(973) 669-8840,,,,Condo list
Woodland Hills Condo Assoc,,,,, ,(973) 696-6086,,,,Condo list
Woodland Village,,,,,Maiers Charles,(609) 646-2886,,,,Condo list
Woodland's Community Assn,,,,,Morrison Brenda,(609) 641-8699,,,,Condo list
Woodlands At Hamilton Condo,,,,, ,(609) 631-8662,,,,Condo list
Woodlands At Hamilton Condo,,,,, ,(609) 538-0244,,,,Condo list
Woods End Condominiums,,,,, ,(908) 241-8441,,,,Condo list
Woodview Condominiums,,,,,Chappine Frank,(856) 327-1422,,,,Condo list
Wyndham Place Condominium Assn,,,,,Prinzi Russell,(609) 448-1134,,,,Condo list
Wyndmoor On The Highlands,,,,, ,(732) 872-0181,,,,Condo list
Wynnefield At Somerset,,,,, ,(732) 821-2535,,,,Condo list
Wynwood Management,,,,, ,(732) 329-3882,,,,Condo list
Zephyr Lofts Sales Office,,,,, ,(201) 792-2005,,,,Condo list
Zion Towers,,,,,Cross Dorletha,(973) 923-1931,,,,Condo list
10 Avenue P Condominium,,,,, ,(718) 236-5876,,,,Condo list
10 West End Avenue Condominium,,,,, ,(212) 582-8632,,,,Condo list
100 Sterling Condominiums,,,,, ,(718) 623-3234,,,,Condo list
100 United Nation Plaza,,,,, Sandy,(212) 644-6373,,,,Condo list
100 West 18th St Condo,,,,, ,(212) 337-9607,,,,Condo list
1001 5th Avenue Owners Inc,,,,, ,(212) 249-3373,,,,Condo list
101 West 24th Street Condo,,,,, ,(212) 645-2616,,,,Condo list
1049 Fifth Avenue Condominium,,,,, ,(212) 288-3984,,,,Condo list
1055 Condominium Assoc,,,,, ,(212) 534-1055,,,,Condo list
108 Wallabout Condo,,,,, ,(718) 596-6888,,,,Condo list
109 Commercial Condo,,,,, ,(212) 219-0796,,,,Condo list
110 Condominium Owners,,,,, ,(212) 722-5297,,,,Condo list
111 Condominium,,,,,Davis Patrick,(212) 427-7805,,,,Condo list
111 Fulton Condo Assn,,,,, ,(212) 693-5680,,,,Condo list
111 Jane Street Condo,,,,, ,(212) 924-1085,,,,Condo list
115 Skillman Condo LLC,,,,, ,(718) 243-2129,,,,Condo list
12 East 12 Condominium,,,,,Miltan Anthony,(212) 924-9263,,,,Condo list
120 E 86th Condominium Corp,,,,, ,(212) 996-4711,,,,Condo list
120 West 18 Street Condominium,,,,, ,(212) 691-1965,,,,Condo list
1200 5th Assoc LLC,,,,, ,(212) 289-5057,,,,Condo list
1240 First Avenue LLC,,,,,Shumacher Joanie,(212) 861-5550,,,,Condo list
1255 5th Avenue Condominiums,,,,,Pristash Peter,(212) 427-5505,,,,Condo list
126 University Place Cndmnms,,,,, ,(212) 463-7849,,,,Condo list
127 E 64 Condominium Corp,,,,, ,(212) 327-4191,,,,Condo list
1270 North Condominium,,,,, ,(914) 633-6847,,,,Condo list
129 Condominiums,,,,, ,(212) 496-7397,,,,Condo list
129 Duane Condominium,,,,, ,(212) 406-7468,,,,Condo list
130 Fulton Street Condominium,,,,, ,(212) 513-1331,,,,Condo list
1356 First Avenue Condominiums,,,,, ,(212) 535-5749,,,,Condo list
137 West 25 Condo,,,,, ,(212) 627-2563,,,,Condo list
138 Condominium LLC,,,,, ,(718) 599-3130,,,,Condo list
14 South Lake Condominium,,,,, ,(716) 357-2392,,,,Condo list
140 Franklin Condominium,,,,, ,(917) 237-1994,,,,Condo list
141 Condominium,,,,, ,(212) 688-0163,,,,Condo list
141 West 24th Street Glass,,,,, ,(646) 336-6374,,,,Condo list
145 Americas Condominium,,,,, ,(212) 691-2476,,,,Condo list
145 Condominium Corp,,,,, ,(212) 962-1367,,,,Condo list
150 East 56th Street Condo,212-736-3440,,,,Golar Martha,(212) 486-5749,,,,Condo list
150 W26 St Condominium,,,,, ,(212) 243-6390,,,,Condo list
153 Hudson Street Condo,,,,, ,(212) 925-0344,,,,Condo list
156th Street Developers,,,,, ,(718) 299-7000,,,,Condo list
157 East 72 Condominiums,,,,,Kastner Gene,(212) 744-7310,,,,Condo list
159 Mercer Street Condominium,,,,, ,(212) 925-7782,,,,Condo list
160 Riverside Dr Corp,,,,,Pompea Frank,(212) 874-0060,,,,Condo list
163 Condo Owners Assoc,,,,, matt,(212) 864-2448,,,,Condo list
1724 Second Avenue Condo Assn,,,,, ,(212) 427-0416,,,,Condo list
175 3 2nd St Condo,,,,, ,(212) 228-5809,,,,Condo list
175 Sullivan Street Condo,,,,, ,(212) 228-5041,,,,Condo list
175 West 12 St Condo,,,,, ,(212) 929-3686,,,,Condo list
1805 215th Street Owners Inc,,,,, ,(718) 423-3701,,,,Condo list
185 West End Condominum,,,,, ,(212) 873-3403,,,,Condo list
188 East 70 Street Condo Assn,,,,, ,(212) 772-0196,,,,Condo list
19 21 Green Street Condo,,,,, ,(212) 219-0621,,,,Condo list
19 Bond St Condo Assn,,,,, ,(212) 228-5316,,,,Condo list
19 East 73 Street Owners Corp,,,,, ,(212) 570-6087,,,,Condo list
195 Condominium,,,,, ,(212) 260-6014,,,,Condo list
198 Canal Street Condominium,,,,, ,(212) 791-9391,,,,Condo list
20 Pine Street LLC,,,,,Fishman Natan,(212) 344-4000,,,,Condo list
200 Chamber Street Assn LLP,,,,,sheffereds Bobby,212-396-8267,,,,Condo list
200 Riverside Blvd,,,,, ,(212) 362-6118,,,,Condo list
200 West 109 Condominium Corp,,,,, ,(212) 865-8655,,,,Condo list
200 West End Avenue,,,,, ,(212) 874-0200,,,,Condo list
200-210 E 65th St Condo Inc,,,,,Rossi Steve,(212) 735-9895,,,,Condo list
202 Regency Condo Assn,,,,, ,(631) 928-8431,,,,Condo list
203 Condominium Inc,,,,, andrew,(212) 873-4038,,,,Condo list
210 220 230 Owners Corp,,,,, ,(914) 632-8820,,,,Condo list
211 East 51st Street Condos,,,,,Justin Henry,(212) 751-5111,,,,Condo list
211 Elizabeth St Condominiums,,,,, ,(212) 343-7409,,,,Condo list
2121 Shore Condominiums,,,,, ,(718) 449-5253,,,,Condo list
214 E Seventy Condominium,,,,, ,(212) 879-0241,,,,Condo list
22 Warren House Condominiums,,,,, ,(212) 619-6152,,,,Condo list
220 East 60th Co,,,,,Freeman Jeff,212-736-3680,,,,Condo list
222 7th St Condominium,,,,, ,(516) 294-1480,,,,Condo list
222 Riverside Drive Condo,212-222-7913,,,,Gonzalez Glen,(212) 222-4981,,212-370-9200 --martin brooks ,,Condo list
223 West 80th Street Condo,,,,, ,(212) 799-2504,,,,Condo list
224 West 18 Street,212-691-5075--fax number.. Fax him some stuff ,,,,Chaney Michael,(212) 337-0914,,,,Condo list
226 Mott Street Corp,,,,, ,(212) 226-1839,,,,Condo list
229 Condominium,,,,, ,(212) 665-2357,,,,Condo list
233 West 26 Street Owners Inc,,,,, ,(212) 989-7959,,,,Condo list
237 W 26 St Condo LLC,,,,, ,(212) 255-2796,,,,Condo list
24 E 22nd St Condominiums,,,,, ,(646) 602-6079,,,,Condo list
240 Park South Condominiums,,,,, ,(212) 673-3720,,,,Condo list
2469 65 St Condominium,,,,, ,Not Available,,,,Condo list
25 Beekman Place Condominiums,212-688-0028,,,,Murray Gus,(212) 838-7826,,212-684-8282 ,,Condo list
2500 Marcus Av Condo Assn,,,,, ,(516) 354-0936,,,,Condo list
255 Hudson Condominiums,,,,, ,(212) 488-2315,,,,Condo list
257 West 17th St Condominium,,,,,Sweeney Tom,(212) 352-0433,,,,Condo list
259 E7 Condominiums,,,,, ,(212) 673-8392,,,,Condo list
279 Central Parkwest Cndmnm,,,,, ,(212) 496-1397,,,,Condo list
28-30 West 86th Condominium,,,,, ,(212) 787-8234,,,,Condo list
29 Howard Condominium,,,,, ,(212) 226-2866,,,,Condo list
299 West 12th Condominium,,,,,Diaz Joseph,(212) 645-8487,,,,Condo list
3-7 Wooster Street Condominium,,,,, ,(212) 219-3169,,,,Condo list
30 South Broadway Condominiums,,,,, ,(914) 964-1571,,,,Condo list
30 W 86 St Condo,,,,,Lipmon Jerry,(212) 595-8371,,,,Condo list
300 Spring Street Condominium,,,,, ,(212) 741-1991,,,,Condo list
301 East 45 Street Condo,,,,,Mc Guckin Thomas,(212) 697-8127,,,,Condo list
302 West 12th Condominium,,,,,Ille Nick,(212) 645-8488,,,,Condo list
304 Spring Street Condo,,,,, ,(212) 675-6864,,,,Condo list
307 7th St Condominium,,,,, ,(212) 254-3237,,,,Condo list
309 E 49th Street Building,,,,,Burcea George,(212) 759-6168,,,,Condo list
310 W Fifty Six Corp,,,,, ,(212) 247-4550,,,,Condo list
32 Grammercy Park Owners Corp,,,,, ,(212) 473-2988,,,,Condo list
320 East 54 Street Lobby,,,,,Kucevic Bob,(212) 753-8621,,,,Condo list
325 5th Avenue Condominium,,,,, ,(212) 532-5325,,,,Condo list
33 Rector St Condominium,,,,,Bunis Andrea,(212) 785-9463,,,,Condo list
350 352w 23 St LLC,,,,, ,(212) 255-8480,,,,Condo list
353 Central Park W,,,,,Hernandez E,(212) 663-7840,,,,Condo list
36 E Twenty Two LLC,,,,, ,(212) 697-8679,,,,Condo list
37 Greenhouse Condominium,,,,, ,(212) 219-8832,,,,Condo list
37 Murray Street Condominium,,,,, ,(212) 267-6759,,,,Condo list
370 Professional Condo,,,,, ,(631) 666-0498,,,,Condo list
375 Pearl Street Condominium,,,,, ,(212) 791-2190,,,,Condo list
38 High Rock Condos,,,,,Stoll Lisa,(518) 581-1500,,,,Condo list
38-40 North Moore Condo,,,,, ,(917) 237-1653,,,,Condo list
382 Condominium Co,,,,, ,(212) 254-7538,,,,Condo list
386 Columbus House Condo Assn,,,,,Lippman Marc,(212) 799-8116,,,,Condo list
39 Vestry Condominiums,,,,, ,(212) 941-5193,,,,Condo list
392 Central Park West Condo,,,,,Roldos Lisa,(212) 961-1939,,,,Condo list
395 Broadway Condominium,,,,,Malena Victor,(212) 431-3277,,,,Condo list
397 W 12 St Condo,,,,, ,(212) 242-3016,,,,Condo list
40 East 66 St,,,,,Russo Barbara,(212) 734-4066,,,,Condo list
40 West 20th St Condos,,,,, ,(212) 627-1417,,,,Condo list
401 8th Ave,,,,, ,(718) 788-9594,,,,Condo list
402 East 90th Street Condo,,,,,Polenco Jose,(212) 369-7888,,,,Condo list
405 W 53 St Development Group,,,,, ,(212) 246-1863,,,,Condo list
41-21 Condominiums,,,,, ,(718) 752-1425,,,,Condo list
411 East 53 St Condominium,,,,, ,(212) 751-4070,,,,Condo list
415 Leonard Street Condominium,,,,,Jonah Sam,(718) 486-7070,,,,Condo list
416 East 11 Street Condominium,,,,, ,(917) 534-0966,,,,Condo list
420 Fifth Avenue Condominium,,,,, ,(212) 823-2000,,,,Condo list
420 West 23rd Street Condo,,,,, ,(212) 989-8349,,,,Condo list
4244 Skillman Street Condo,,,,, ,(718) 625-2796,,,,Condo list
425 5th Ave Condominiums,,,,, ,(212) 684-1710,,,,Condo list
426 W Broadway House,,,,,Berdann Paul,(212) 966-6493,,,,Condo list
4260 Broadway Condominiums,,,,, ,(212) 923-6923,,,,Condo list
44 East 67 Street Condo,,,,, ,(212) 288-0340,,,,Condo list
444 Central Park Owners Inc,,,,, ,(212) 866-5696,,,,Condo list
448 Greenwich Street Cndmnm,,,,, ,(212) 925-7509,,,,Condo list
45 Christopher Street Condo,,,,,Mundi Wayne,(212) 645-8486,,,,Condo list
45 West 67 Street Condo Mgmt,,,,,Yavalar Atta,(212) 580-0953,,,,Condo list
455 Central Park West,,,,, ,(212) 665-5100,,,,Condo list
456 W 19 LLC,,,,, ,(212) 255-3456,,,,Condo list
47 Mercer Street Condominium,,,,, ,(212) 334-3409,,,,Condo list
470 Owners Corp,,,,, ,(914) 698-2493,,,,Condo list
48 Walker Street Condominiums,,,,, ,(212) 334-6001,,,,Condo list
49 Murray House Condominium,,,,, ,(212) 513-1373,,,,Condo list
495 West Street Condominium,,,,, ,(212) 229-9111,,,,Condo list
5 Harrison Street Condominium,,,,, ,(212) 227-9282,,,,Condo list
50 Bridge Condominium,,,,, ,(718) 596-9151,,,,Condo list
50 Madison Ave LLC,,,,,Haye Gregory,(212) 213-0579,,,,Condo list
50 Pine Street Assoc,,,,, ,(212) 480-8360,,,,Condo list
500 Fourth Avenue Condo,,,,, ,(718) 965-1258,,,,Condo list
51 Walker Condo,,,,, ,(212) 274-8450,,,,Condo list
52 Thomas Condominiums,,,,, ,(212) 406-5252,,,,Condo list
521 Park Avenue Condominiums,,,,,Rausher James,(212) 838-6664,,,,Condo list
521-533 W 57th St Condos,,,,,Bateman Carloyn,(212) 957-4492,,,,Condo list
524 West 19 Condominiums,,,,, ,(212) 488-6900,,,,Condo list
525 East 80th Street Corp,,,,,Rogers Thomas,(212) 772-7120,,,,Condo list
53 Leonard St Condo,,,,, ,(212) 219-7537,,,,Condo list
54 Thompson Street Condo Assn,,,,, ,(212) 219-0270,,,,Condo list
55 East 86th St Condominium,,,,, ,(212) 722-6011,,,,Condo list
555 HVA Condominium,,,,, ,(845) 220-0011,,,,Condo list
56 Crosby Street Condominiums,,,,, ,(212) 334-7740,,,,Condo list
57 38 Street Condominium,,,,, ,(212) 271-5007,,,,Condo list
583-587 Broadway Condominium,,,,,Delone John,(212) 343-3429,,,,Condo list
60 East 13th Street Condo,,,,, ,(212) 777-2470,,,,Condo list
60 Thomas Condominiums,,,,, ,(212) 233-2130,,,,Condo list
61 North Moore Street Condo,,,,, ,(646) 613-8964,,,,Condo list
610 Park Avenue Condo Assn,,,,, ,(212) 396-9393,,,,Condo list
650 Sixth Ave Condos,,,,, ,(212) 675-8019,,,,Condo list
66 Overlook Terrace Corp,,,,, ,(212) 740-5940,,,,Condo list
671 Yonkers,,,,, ,(914) 968-0389,,,,Condo list
68 Thomas Street Condominiums,,,,, ,(212) 406-7541,,,,Condo list
6917 Shore Road Condominiums,,,,, ,(718) 921-3023,,,,Condo list
72 Condominimum Corp,,,,, ,(212) 219-2953,,,,Condo list
72 Mercer Street Condo,,,,, ,(212) 334-6521,,,,Condo list
73 Wooster Street Condo Inc,,,,, ,(646) 613-0651,,,,Condo list
73 Wooster Street Condo Inc,,,,, ,(646) 613-0651,,,,Condo list
75 Wall Assoc LLC,,,,,Robertson Bill,(212) 344-7500,,,,Condo list
77 Mercer Street Condominiums,,,,, ,(212) 274-8365,,,,Condo list
770 Condo Board Inc,,,,, ,(718) 604-2568,,,,Condo list
78-79 York Assoc,,,,,Goldenberg Steve,(212) 517-3000,,,,Condo list
79th Street Tenants Corp,,,,,Mendez Ralf,(212) 879-7567,,,,Condo list
81 White Condominiums,,,,, ,(212) 513-1533,,,,Condo list
817 Westend Condominium,,,,,Freeman Kimberly,(212) 222-4477,,,,Condo list
821 57 Street LLC,,,,, ,(718) 972-3198,,,,Condo list
82nd Condo Assn,,,,, ,(718) 672-7844,,,,Condo list
838 5th Avenue Condominium,,,,, ,(212) 628-3585,,,,Condo list
845 Unlimited Partnership,,,,, ,(212) 247-7000,,,,Condo list
9 East 64 Street Condominium,,,,, ,(212) 396-3601,,,,Condo list
9 West 20th Condo,,,,, ,(646) 336-1236,,,,Condo list
90 East End Ave,,,,,Watson Larry,(212) 396-9084,,,,Condo list
900 8th Avenue Condominium LLC,,,,, ,(212) 247-6667,,,,Condo list
900 8th Avenue Condominiums,,,,, ,(212) 246-0640,,,,Condo list
900 8th Avenue Condos LLC,,,,,Hoxha Ernest,(212) 957-0801,,,,Condo list
900 Delaware Ave Condos,,,,, ,(716) 882-5918,,,,Condo list
936 Broadway Partners,,,,, ,(212) 533-5244,,,,Condo list
970 Kent Ave Assoc LLC,,,,, ,(718) 230-1808,,,,Condo list
985 Park Ave,,,,,Collado Lee,(212) 570-6200,,,,Condo list
99 John Deco Lofts Cndmnms,,,,, ,(212) 706-0661,,,,Condo list
Abel Management,,,,, ,(718) 302-1001,,,,Condo list
Abington Square Condominiums,,,,, ,(914) 381-2072,,,,Condo list
Academy Twins Condominium,,,,, ,(212) 942-2414,,,,Condo list
Academy-Southgate Condominium,,,,, ,(315) 724-3474,,,,Condo list
Admiral's Walk Condominiums,,,,, ,(716) 852-1951,,,,Condo list
Advent Leasing Office,,,,, ,(716) 840-0045,,,,Condo list
Alegro,,,,, ,(212) 581-0035,,,,Condo list
Alexandria Condominium,,,,,Tinney Nial,(212) 877-1855,,,,Condo list
Alfred Condominium,,,,,Solder James,(212) 582-7075,,,,Condo list
Alhambra Condominium,,,,, ,(516) 594-4120,,,,Condo list
All Care Mgmt,,,,, ,(718) 858-7854,,,,Condo list
Allegro Condominiums,,,,, ,(212) 581-0035,,,,Condo list
Almara Condominium Lanara,,,,, ,(718) 335-0747,,,,Condo list
Amber Fields Condominium Inc,,,,, ,(845) 356-4530,,,,Condo list
Anchorage Condominiums,,,,, ,(631) 842-0160,,,,Condo list
Anchorage Yacht Club Condo,,,,, ,(631) 226-2760,,,,Condo list
Andrews Building Corp,,,,, ,(212) 260-0317,,,,Condo list
Ansonia Condominiums,,,,,Geld Bernie,(212) 787-7707,,,,Condo list
Apartments,,,,,Jovic Jovi,(212) 353-0794,,,,Condo list
Apartments & Apartment Houses,,,,,Krzlej Mike,(212) 689-8537,,,,Condo list
Arbors Condominium,,,,, ,(845) 483-9665,,,,Condo list
Arco Wentworth Management Corp,,,,,Ruiz Cheryl,(718) 761-2222,,,,Condo list
Ariana Condominium,,,,, ,(718) 488-9872,,,,Condo list
Ariel Condominiums,,,,, ,(212) 222-3415,,,,Condo list
Armstrong Gardens Condominium,,,,, ,(718) 967-5016,,,,Condo list
Artist Lake Homeowners Assoc,,,,, ,(631) 924-7022,,,,Condo list
Astoria Windsor Condominums,,,,, ,(718) 204-7191,,,,Condo list
Athem Pond,,,,, ,(516) 676-7425,,,,Condo list
Atlanta Condo,,,,,Wellman John,(212) 431-8402,,,,Condo list
